-123.2287,42.4207,"Gold River Post Office (historical)"
-120.3191,42.1068,"Goose Lake Post Office (historical)"
-120.8645,45.5443,"Gordon Post Office (historical)"
-122.822,45.2843,"Graeme Post Office (historical)"
-123.929,46.179,"Graham Post Office (historical)"
-123.2006,44.1496,"Grand Prairie Post Office (historical)"
-123.3245,42.4521,"Grants Pass Post Office"
-122.8006,44.424,"Grass Ridge Post Office (historical)"
-122.2951,44.7546,"Green Basin Post Office (historical)"
-122.4306,45.4973,"Gresham Post Office"
-120.5878,45.5326,"Grover Post Office (historical)"
-117.2232,44.4152,"Gypsum Post Office (historical)"
-123.2592,42.6129,"Hammersley Post Office (historical)"
-118.6294,43.4096,"Harriman Post Office (historical)"
-122.949,45.4493,"Harris Ferry Post Office (historical)"
-123.0348,45.6015,"Harrison Post Office (historical)"
-119.1239,45.9232,"Hawthorne Post Office (historical)"
-120.94,44.1179,"Hay Creek Post Office (historical)"
-123.7343,45.0782,"Hayland Post Office (historical)"
-121.1553,44.4957,"Haystack Post Office (historical)"
-124.1221,44.1335,"Heceta Post Office (historical)"
-120.4392,43.9543,"Held Post Office (historical)"
-122.4109,44.7523,"Henness Post Office (historical)"
-118.9813,43.381,"Henney Post Office (historical)"
-123.602,42.8121,"Herman Post Office (historical)"
-124.1234,43.0334,"Hermansville Post Office (historical)"
-118.0233,44.6835,"Hershal Post Office (historical)"
-119.2913,42.9179,"Hiddensprings Post Office (historical)"
-122.8276,45.8551,"High School Post Office (historical)"
-122.8451,45.1354,"Highway Post Office (historical)"
-122.5484,43.7082,"Hill Post Office (historical)"
-122.9901,45.5218,"Hillsboro Post Office"
-123.5145,43.5137,"Hillside Post Office (historical)"
-118.9944,45.8829,"Hilton Post Office (historical)"
-123.8929,45.6876,"Hoevet Post Office (historical)"
-123.1179,44.6498,"Hoffman Post Office (historical)"
-122.654,45.5304,"Holladay Park Post Office"
-123.0182,44.9576,"Hollywood Post Office"
-119.1236,44.2252,"Homer Post Office (historical)"
-123.0043,44.9396,"Hospital Post Office (historical)"
-122.8793,44.9912,"Howell Post Office (historical)"
-123.2748,43.6979,"Hudson Post Office (historical)"
-122.8626,45.9887,"Hunters Post Office (historical)"
-120.4456,44.9068,"Huntley Post Office (historical)"
-122.4511,42.3332,"Hunts Post Office (historical)"
-120.0678,43.7832,"Ibex Post Office (historical)"
-118.9005,43.7777,"Idol Post Office (historical)"
